PDB ID,Asym ID1,Asym ID2,Auth Asym ID1,Auth Asym ID2,Uniprot accession1,Uniprot accession2,Uniprot boundary1
5LIE,None,None,"A,B",None,P9WPN8,None,1-5
2DFT,None,None,"A,B,C,D",None,P9WPY3,None,167-176
5J7F,None,None,"A,B,C,D",None,Q00987,None,115-125
4HBM,None,None,"A,B,C,D,E,F,G,H",None,Q00987,None,115-125
1YCR,None,None,A,None,Q00987,None,115-125
1I7W,None,None,"A,C",None,Q02248,None,553-558
1I7X,None,None,"A,C",None,Q02248,None,553-558
1M1E,None,None,A,None,Q02248,None,553-558
1V18,None,None,A,None,Q02248,None,553-558
4EVA,None,None,"A,C",None,Q02248,None,553-558
2P4I,None,None,"A,B",None,Q02763,None,808-835
2P4I,None,None,"A,B",None,Q02763,None,844-848
2P4I,None,None,"A,B",None,Q02763,None,988-992
2P4I,None,None,"A,B",None,Q02763,None,1118-1124
1CFY,None,None,"A,B",None,Q03048,None,1-5
2VSE,None,None,"A,B",None,Q03988,None,262-270
1K05,None,None,"A,B,C",None,Q05397,None,891-905
3B71,None,None,"A,B,C",None,Q05397,None,891-905
5KN0,None,None,"A,B,C,D",None,Q05JF3,None,390-395
5KN1,None,None,"A,B,C",None,Q05JF3,None,390-395
5KN2,None,None,"A,B,C",None,Q05JF3,None,390-395
4I5K,None,None,"A,B",None,Q06190,None,1065-1070
1OW3,None,None,A,None,Q07960,None,198-232
1OW3,None,None,A,None,Q07960,None,432-439
2J88,None,None,A,None,Q08169,None,33-41
2J88,None,None,A,None,Q08169,None,98-102
2J88,None,None,A,None,Q08169,None,366-382
3ULB,None,None,"A,B",None,Q08236,None,1056-1064
1OCU,None,None,"A,B",None,Q08826,None,1-27
2XU7,None,None,"A,B",None,Q09028,None,412-425
4PBY,None,None,"A,B",None,Q09028,None,412-425
4PBZ,None,None,A,None,Q09028,None,412-425
4PC0,None,None,"A,B",None,Q09028,None,412-425
4R7A,None,None,B,None,Q09028,None,412-425
3LA0,None,None,"A,B,C,D",None,Q09064,None,151-170
3NXZ,None,None,"A,B,C,D",None,Q09064,None,151-170
3ERG,None,None,"A,B",None,Q12390,None,227-233
3OZD,None,None,"A,B",None,Q13126,None,1-8
3OZE,None,None,"A,B,C,D,E,F",None,Q13126,None,1-8
1U7F,None,None,B,None,Q13485,None,547-552
4ZG9,None,None,"A,B",None,Q13822,None,641-645
4FG9,None,None,"A,B",None,Q14012,None,1-9
4FG8,None,None,"A,B",None,Q14012,None,1-9
4FG9,None,None,"A,B",None,Q14012,None,55-61
4FG8,None,None,"A,B",None,Q14012,None,55-61
4FG9,None,None,"A,B",None,Q14012,None,315-320
4WYU,None,None,"A,B",None,Q14160,None,1194-1203
1M8W,None,None,"A,B",None,Q14671,None,1170-1176
1M8X,None,None,"A,B",None,Q14671,None,1170-1176
1M8Y,None,None,"A,B",None,Q14671,None,1170-1176
3Q0L,None,None,"A,B",None,Q14671,None,1170-1176
3Q0M,None,None,"A,B",None,Q14671,None,1170-1176
3Q0N,None,None,"A,B",None,Q14671,None,1170-1176
3Q0O,None,None,"A,B",None,Q14671,None,1170-1176
3Q0P,None,None,"A,B",None,Q14671,None,1170-1176
1J7D,None,None,A,None,Q15819,None,1-5
3VDM,None,None,"A,B",None,Q15JG1,None,482-497
4F96,None,None,"A,B",None,Q15JG1,None,482-497
4F97,None,None,"A,B",None,Q15JG1,None,482-497
4F9F,None,None,"A,B,C,D,E,F",None,Q15JG1,None,482-497
3T5T,None,None,"A,B",None,Q15JG1,None,482-497
5ETA,None,None,"A,B",None,Q16539,None,171-185
5ETA,None,None,"A,B",None,Q16539,None,355-360
1FXW,None,None,A,None,Q29460,None,217-232
4Y0T,None,None,"A,B,C,D",None,Q2TR58,None,1-36
4Y0U,None,None,"A,B,C,D",None,Q2TR58,None,1-36
2PEM,None,None,"A,B,C,D,E,F",None,Q44177,None,115-134
2PEN,None,None,"A,B,C,D,E,F",None,Q44177,None,115-134
2PEQ,None,None,"A,B",None,Q44177,None,115-134
2Z45,None,None,"A,B",None,Q44177,None,115-134
2Z46,None,None,"A,B,C,D,E,F",None,Q44177,None,115-134
4LBI,None,None,"A,B,C,D",None,Q45075,None,95-100
3N9W,None,None,"A,B",None,Q46893,None,17-26
5DMN,None,None,"A,B",None,Q47690,None,258-275
2WKS,None,None,"A,B,C,D,E,F",None,Q48255,None,159-167
2XB9,None,None,"A,B,C",None,Q48255,None,159-167
2XD9,None,None,"A,B,C",None,Q48255,None,159-167
4B6R,None,None,"A,B,C",None,Q48255,None,159-167
4B6S,None,None,"A,B,C",None,Q48255,None,159-167
4GED,None,None,B,None,Q4QEN5,None,1-5
3ZU0,None,None,"A,B",None,Q4QNY4,None,598-603
3AGD,None,None,"A,B",None,Q4U1A6,None,451-456
3AGE,None,None,"A,B",None,Q4U1A6,None,451-456
3IH8,None,None,"A,B",None,Q4U1A6,None,451-456
3IH9,None,None,"A,B",None,Q4U1A6,None,451-456
3IHA,None,None,"A,B",None,Q4U1A6,None,451-456
3IHB,None,None,"A,B",None,Q4U1A6,None,451-456
1V37,None,None,"A,B",None,Q53WB3,None,172-177
4IGQ,None,None,A,None,Q53WJ1,None,224-261
4IGQ,None,None,A,None,Q53WJ1,None,363-377
1DK0,None,None,"A,B",None,Q54450,None,175-188
2Z43,None,None,"A,B,C",None,Q55075,None,1-11
2ZUB,None,None,"A,B",None,Q55075,None,1-11
2Z43,None,None,"A,B,C",None,Q55075,None,259-274
2ZUB,None,None,"A,B",None,Q55075,None,259-274
3RSJ,None,None,"A,B,C,D",None,Q57236,None,1156-1160
1OGH,None,None,"A,B",None,Q57872,None,183-204
1PKH,None,None,"A,B",None,Q57872,None,183-204
1PKJ,None,None,"A,B",None,Q57872,None,183-204
1PKK,None,None,"A,B",None,Q57872,None,183-204
3N7D,None,None,"A,B",None,Q58AD3,None,87-94
3N7E,None,None,"A,B",None,Q58AD3,None,87-94
2VCK,None,None,"A,B,C,D",None,Q58MU6,None,1-18
2VGR,None,None,"A,B,C,D",None,Q58MU6,None,1-18
5GHR,None,None,"A,C",None,Q5JGL0,None,468-477
5GHS,None,None,"A,B",None,Q5JGL0,None,468-477
3WZ0,None,None,"E,F",None,Q5JH47,None,1-7
4WMO,None,None,"A,B,C,D,E,F",None,Q5PPM0,None,51-62
2IDE,None,None,"A,B,C,D,E,F,G,H,I,J,K,L",None,Q5SHE1,None,1-6
3JQJ,None,None,"A,B,C,D,E,F,G,H,I,J,K,L",None,Q5SHE1,None,1-6
3JQM,None,None,"A,B,C,D,E,F,G,H,I",None,Q5SHE1,None,1-6
1J1Y,None,None,"A,B",None,Q5SJP3,None,118-136
1WLV,None,None,"A,B,C,D,E,F,G,H",None,Q5SJP3,None,118-136
1WM6,None,None,"A,B,C,D,E,F,G,H",None,Q5SJP3,None,118-136
1WN3,None,None,"A,B,C,D,E,F,G,H",None,Q5SJP3,None,118-136
3A4T,None,None,"A,B",None,Q60343,None,1-8
3A4T,None,None,"A,B",None,Q60343,None,171-178
2BZW,None,None,A,None,Q64373,None,31-77
1PQ1,None,None,A,None,Q64373,None,31-77
4YK9,None,None,"A,F",None,Q64373,None,31-77
4BWG,None,None,"A,G",None,Q6EZC2,None,1-22
3UJ7,None,None,"A,B",None,Q6T755,None,1-7
3UJB,None,None,"A,B",None,Q6T755,None,1-7
4FGZ,None,None,"A,B",None,Q6T755,None,1-7
4PXQ,None,None,"A,B",None,Q6TS32,None,1-69
3LZZ,None,None,"A,B",None,Q6WRH7,None,1-9
2VPM,None,None,"A,B",None,Q711P7,None,252-261
2VOB,None,None,"A,B",None,Q711P7,None,252-261
2VPM,None,None,"A,B",None,Q711P7,None,552-577
2VOB,None,None,"A,B",None,Q711P7,None,552-577
5BTE,None,None,"A,B",None,Q753P9,None,372-376
1V2E,None,None,"A,B",None,Q75WK2,None,369-381
1V2F,None,None,"A,B",None,Q75WK2,None,369-381
3VXC,None,None,"A,B",None,Q76BU9,None,1-37
4JES,None,None,"A,B",None,Q7CL15,None,185-193
4JET,None,None,"A,B,C,D,E,F,G,H,I,J",None,Q7CL15,None,185-193
1KL2,None,None,"A,B",None,Q7SIB6,None,406-419
1R1K,None,None,A,None,Q7SIF6,None,104-112
1R1K,None,None,A,None,Q7SIF6,None,257-264
3D26,None,None,"A,B",None,Q83884,None,517-530
2VTB,None,None,"A,C,D,E,F",None,Q84KJ5,None,541-569
2VVN,None,None,"A,B",None,Q89ZI2,None,1-24
2X0H,None,None,"A,B",None,Q89ZI2,None,1-24
4AIS,None,None,"A,B",None,Q89ZI2,None,1-24
5N55,None,None,"A,B,C",None,Q8GKX2,None,1-30
5N58,None,None,"A,B",None,Q8GKX2,None,1-30
5CJB,None,None,A,None,Q8IYS5,None,138-143
2WOK,None,None,A,None,Q8KRB4,None,1-7
5HUD,None,None,"E,F,G,H",None,Q8NS29,None,14-19
3VVP,None,None,"A,B",None,Q8U2X0,None,455-461
3VVR,None,None,A,None,Q8U2X0,None,455-461
3VVS,None,None,A,None,Q8U2X0,None,455-461
3WBN,None,None,A,None,Q8U2X0,None,455-461
2VNG,None,None,"A,B",None,Q8XNK4,None,27-32
2VNO,None,None,"A,B",None,Q8XNK4,None,27-32
3CB0,None,None,"A,B,C,D",None,Q8YHT7,None,1-7
4G2B,None,None,"A,B",None,Q8ZQ79,None,137-144
4G2B,None,None,"A,B",None,Q8ZQ79,None,314-322
4PLO,None,None,A,None,Q90922,None,26-39
2BGK,None,None,"A,B",None,Q94KL8,None,1-10
3NGO,None,None,A,None,Q96LI5,None,158-168
3NGO,None,None,A,None,Q96LI5,None,390-401
3NGO,None,None,A,None,Q96LI5,None,449-458
3NGO,None,None,A,None,Q96LI5,None,541-555
2BJD,None,None,"A,B",None,Q97ZL0,None,1-11
2BJE,None,None,"A,C,E,G",None,Q97ZL0,None,1-11
4OJ1,None,None,"A,B",None,Q97ZL0,None,1-11
4H2P,None,None,"A,B,C,D",None,Q988D3,None,1-10
4JY2,None,None,"A,B",None,Q988D3,None,1-10
4JY3,None,None,"A,B",None,Q988D3,None,1-10
1ZPL,None,None,"A,B",None,Q99003,None,44-48
4NNP,None,None,"A,B",None,Q99VY4,None,19-31
2JJZ,None,None,"B,C,D",None,Q9BQI0,None,1-12
2JJZ,None,None,"B,C,D",None,Q9BQI0,None,128-150
2CKD,None,None,"A,B",None,Q9CCZ4,None,1-7
4QQL,None,None,"A,B,C,D,E,F,G,H,I",None,Q9ESN4,None,119-124
4YWC,None,None,"A,B",None,Q9FIP9,None,132-139
4YWC,None,None,"A,B",None,Q9FIP9,None,238-242
4YWC,None,None,"A,B",None,Q9FIP9,None,101-110
4Q04,None,None,"A,B",None,Q9GSV7,None,1-5
3HQU,None,None,A,None,Q9GZT9,None,181-187
3HQU,None,None,A,None,Q9GZT9,None,404-426
3N9B,None,None,"A,B",None,Q9I1X7,None,17-29
4ZHV,None,None,"A,B",None,Q9I4L6,None,1-29
5A23,None,None,"A,B,C,D",None,Q9I5I9,None,1-19
3VLW,None,None,"A,B",None,Q9KWT6,None,515-526
3TG5,None,None,A,None,Q9NRG4,None,1-5
4BVE,None,None,A,None,Q9NTG7,None,116-120
4BVF,None,None,A,None,Q9NTG7,None,116-120
4BVG,None,None,A,None,Q9NTG7,None,116-120
4BVH,None,None,"A,B,C",None,Q9NTG7,None,116-120
4C78,None,None,A,None,Q9NTG7,None,116-120
4HD8,None,None,A,None,Q9NTG7,None,116-120
4BVE,None,None,A,None,Q9NTG7,None,395-399
4BVF,None,None,A,None,Q9NTG7,None,395-399
4BVG,None,None,A,None,Q9NTG7,None,395-399
4BVH,None,None,"A,B,C",None,Q9NTG7,None,395-399
4C78,None,None,A,None,Q9NTG7,None,395-399
4HD8,None,None,A,None,Q9NTG7,None,395-399
4C7B,None,None,A,None,Q9NTG7,None,395-399
2QL6,None,None,"A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P",None,Q9NWW6,None,193-199
3UEL,None,None,"A,B,C",None,Q9QYM2,None,385-437
3UEL,None,None,"A,B,C",None,Q9QYM2,None,959-972
1URS,None,None,"A,B",None,Q9RHZ6,None,26-54
2C7Y,None,None,"A,B",None,Q9S7M3,None,177-183
2XTM,None,None,"A,B",None,Q9UG22,None,1-20
2XTO,None,None,"A,B",None,Q9UG22,None,224-234
2XTO,None,None,"A,B",None,Q9UG22,None,256-260
1LQV,None,None,"A,B",None,Q9UNN8,None,18-23
3JTC,None,None,"A,B",None,Q9UNN8,None,18-23
4A2A,None,None,"A,B",None,Q9WZU0,None,1-6
4A2A,None,None,"A,B",None,Q9WZU0,None,392-419
1OZ3,None,None,"A,B,C",None,Q9Y468,None,197-203
4Z2M,None,None,B,None,Q9Y5B9,None,751-757
3VMF,None,None,B,None,Q9YAF1,None,1-6
3VMF,None,None,B,None,Q9YAF1,None,176-186
1X2R,None,None,A,None,Q9Z2X8,None,309-323
3DG7,None,None,"A,B,C,D",None,A0QTN8,None,17-27
3DS9,None,None,A,None,A5HZZ9,None,245-249
3MIO,None,None,"A,B",None,A5U2B7,None,169-174
3GCM,None,None,"A,B,C",None,A7ZS61,None,239-246
3GME,None,None,A,None,A7ZS61,None,239-246
3GLM,None,None,"A,B,C,D",None,B7TVP1,None,237-250
3GMA,None,None,"A,B",None,B7TVP1,None,237-250
5F55,None,None,A,None,D0EM60,None,515-522
5F56,None,None,A,None,D0EM60,None,515-522
3OU6,None,None,"A,B,C,D",None,D7PC21,None,151-162
3OU7,None,None,"A,B,C,D",None,D7PC21,None,151-162
4E7Z,None,None,"A,B",None,F1RQI7,None,175-179
4PFP,None,None,"A,C",None,F1RQI7,None,175-179
4XYB,None,None,"A,B",None,G8NVB5,None,378-385
4XYE,None,None,"A,B",None,G8NVB5,None,378-385
4QRA,None,None,"A,B",None,I6Y9J2,None,308-319
5DVP,None,None,"A,B",None,I6Y9J2,None,308-319
4AVB,None,None,"A,B",None,O05581,None,187-191
4AVC,None,None,"A,B",None,O05581,None,187-191
1O87,None,None,"A,B",None,O07347,None,272-277
2C04,None,None,"A,B",None,O07347,None,272-277
2J45,None,None,"A,B",None,O07347,None,272-277
2J46,None,None,"A,B",None,O07347,None,272-277
1JPN,None,None,"A,B",None,O07347,None,272-277
1OKK,None,None,A,None,O07347,None,272-277
2CNW,None,None,"A,B,C",None,O07347,None,272-277
2J7P,None,None,"A,B",None,O07347,None,272-277
2XKV,None,None,A,None,O07347,None,272-277
3NG1,None,None,"A,B",None,O07347,None,272-277
1NVQ,None,None,A,None,O14757,None,17-22
1NVR,None,None,A,None,O14757,None,17-22
1NVS,None,None,A,None,O14757,None,17-22
2YDJ,None,None,"A,B",None,O14757,None,17-22
2E9V,None,None,"A,B",None,O14757,None,17-22
1NVQ,None,None,A,None,O14757,None,74-81
1NVR,None,None,A,None,O14757,None,74-81
1NVS,None,None,A,None,O14757,None,74-81
2YDJ,None,None,"A,B",None,O14757,None,74-81
2E9V,None,None,"A,B",None,O14757,None,74-81
1TFW,None,None,"A,B,C,D",None,O28126,None,89-95
2DR5,None,None,A,None,O28126,None,89-95
2DR7,None,None,A,None,O28126,None,89-95
2DR8,None,None,A,None,O28126,None,89-95
2DR9,None,None,A,None,O28126,None,89-95
2DRA,None,None,A,None,O28126,None,89-95
2DRB,None,None,A,None,O28126,None,89-95
2DVI,None,None,A,None,O28126,None,89-95
2ZH1,None,None,A,None,O28126,None,89-95
2ZH2,None,None,A,None,O28126,None,89-95
2ZH3,None,None,A,None,O28126,None,89-95
2ZH4,None,None,A,None,O28126,None,89-95
2ZH5,None,None,A,None,O28126,None,89-95
2ZH6,None,None,A,None,O28126,None,89-95
2ZH8,None,None,A,None,O28126,None,89-95
2ZH9,None,None,A,None,O28126,None,89-95
2ZHA,None,None,A,None,O28126,None,89-95
3OUY,None,None,B,None,O28126,None,89-95
2ZH7,None,None,A,None,O28126,None,89-95
5TB5,None,None,"B,D",None,O43924,None,111-116
5E8F,None,None,"A,C",None,O43924,None,111-116
5F2U,None,None,"A,B",None,O43924,None,111-116
5TAR,None,None,B,None,O43924,None,111-116
4ZK6,None,None,"A,B",None,O57767,None,79-90
4ZK6,None,None,"A,B",None,O57767,None,165-175
2ZZE,None,None,"A,B",None,O58035,None,222-237
3AEV,None,None,B,None,O59282,None,26-32
2Y48,None,None,A,None,O60341,None,460-474
5L3E,None,None,A,None,O60341,None,460-474
5LGT,None,None,A,None,O60341,None,460-474
2IW5,None,None,A,None,O60341,None,460-474
2UXN,None,None,A,None,O60341,None,460-474
2UXX,None,None,A,None,O60341,None,460-474
4XBF,None,None,A,None,O60341,None,460-474
2Y48,None,None,A,None,O60341,None,783-791
5L3E,None,None,A,None,O60341,None,783-791
5LGT,None,None,A,None,O60341,None,783-791
2IW5,None,None,A,None,O60341,None,783-791
2UXN,None,None,A,None,O60341,None,783-791
2UXX,None,None,A,None,O60341,None,783-791
4XBF,None,None,A,None,O60341,None,783-791
1N06,None,None,"A,B",None,O74866,None,83-93
1N07,None,None,"A,B",None,O74866,None,83-93
1N08,None,None,"A,B",None,O74866,None,83-93
2H42,None,None,"A,B,C",None,O76074,None,791-807
1UDU,None,None,"A,B",None,O76074,None,791-807
1ARG,None,None,"A,B",None,P00509,None,10-17
1ASL,None,None,"A,B",None,P00509,None,10-17
1ASM,None,None,"A,B",None,P00509,None,10-17
1ASN,None,None,"A,B",None,P00509,None,10-17
1X28,None,None,"A,B",None,P00509,None,10-17
1X29,None,None,"A,B",None,P00509,None,10-17
1X2A,None,None,"A,B",None,P00509,None,10-17
5VWQ,None,None,"A,D,G,J",None,P00509,None,10-17
1ARG,None,None,"A,B",None,P00509,None,21-28
1ASL,None,None,"A,B",None,P00509,None,21-28
1ASM,None,None,"A,B",None,P00509,None,21-28
1ASN,None,None,"A,B",None,P00509,None,21-28
1X28,None,None,"A,B",None,P00509,None,21-28
1X29,None,None,"A,B",None,P00509,None,21-28
1X2A,None,None,"A,B",None,P00509,None,21-28
5VWQ,None,None,"A,D,G,J",None,P00509,None,21-28
1HN4,None,None,"A,B",None,P00592,None,38-43
1FX9,None,None,"A,B",None,P00592,None,38-43
1FXF,None,None,"A,B",None,P00592,None,38-43
1L8S,None,None,"A,B",None,P00592,None,38-43
3FVI,None,None,"A,B,C,D",None,P00592,None,38-43
1EYJ,None,None,"A,B",None,P00636,None,64-71
1EYK,None,None,"A,B",None,P00636,None,64-71
1NV7,None,None,"A,B",None,P00636,None,64-71
1Q9D,None,None,"A,B",None,P00636,None,64-71
2QVU,None,None,"A,B",None,P00636,None,64-71
2QVV,None,None,"A,B",None,P00636,None,64-71
1ACB,None,None,E,None,P00766,None,71-76
1CGI,None,None,E,None,P00766,None,71-76
1CGJ,None,None,E,None,P00766,None,71-76
1GL0,None,None,E,None,P00766,None,71-76
1GL1,None,None,"A,B,C",None,P00766,None,71-76
1OXG,None,None,A,None,P00766,None,71-76
1P2M,None,None,"A,C",None,P00766,None,71-76
1P2N,None,None,"A,C",None,P00766,None,71-76
1P2O,None,None,"A,C",None,P00766,None,71-76
1P2Q,None,None,"A,C",None,P00766,None,71-76
1T7C,None,None,"A,C",None,P00766,None,71-76
1T8L,None,None,"A,C",None,P00766,None,71-76
1T8M,None,None,"A,C",None,P00766,None,71-76
1T8N,None,None,"A,C",None,P00766,None,71-76
1T8O,None,None,"A,C",None,P00766,None,71-76
2CGA,None,None,"A,B",None,P00766,None,71-76
2Y6T,None,None,"A,B,C,D",None,P00766,None,71-76
3T62,None,None,"A,B,C",None,P00766,None,71-76
4Q2K,None,None,"A,B,C,D",None,P00766,None,71-76
5J4Q,None,None,A,None,P00766,None,71-76
5J4S,None,None,A,None,P00766,None,71-76
1DLK,None,None,"B,D",None,P00766,None,71-76
1BBS,None,None,"A,B",None,P00797,None,353-361
2BKS,None,None,"A,B",None,P00797,None,353-361
2BKT,None,None,"A,B",None,P00797,None,353-361
2IKO,None,None,"A,B",None,P00797,None,353-361
2IKU,None,None,"A,B",None,P00797,None,353-361
2IL2,None,None,"A,B",None,P00797,None,353-361
2V0Z,None,None,"C,O",None,P00797,None,353-361
2V16,None,None,"C,O",None,P00797,None,353-361
3G72,None,None,"A,B",None,P00797,None,353-361
3OOT,None,None,"A,B",None,P00797,None,353-361
3OQF,None,None,"A,B",None,P00797,None,353-361
3OQK,None,None,"A,B",None,P00797,None,353-361
3Q3T,None,None,"A,B",None,P00797,None,353-361
3Q4B,None,None,"A,B",None,P00797,None,353-361
3Q5H,None,None,"A,B",None,P00797,None,353-361
3SFC,None,None,"A,B",None,P00797,None,353-361
3VSW,None,None,"A,B",None,P00797,None,353-361
3VSX,None,None,"A,B",None,P00797,None,353-361
3VUC,None,None,"A,B",None,P00797,None,353-361
3VYD,None,None,"A,B",None,P00797,None,353-361
3VYE,None,None,"A,B",None,P00797,None,353-361
3VYF,None,None,"A,B",None,P00797,None,353-361
4GJ5,None,None,"A,B",None,P00797,None,353-361
4GJ6,None,None,"A,B",None,P00797,None,353-361
4GJ7,None,None,"A,B",None,P00797,None,353-361
4GJ8,None,None,"A,B",None,P00797,None,353-361
4GJ9,None,None,"A,B",None,P00797,None,353-361
4GJA,None,None,"A,B",None,P00797,None,353-361
4GJB,None,None,"A,B",None,P00797,None,353-361
4GJC,None,None,"A,B",None,P00797,None,353-361
4GJD,None,None,"A,B",None,P00797,None,353-361
4PYV,None,None,"A,B",None,P00797,None,353-361
4Q1N,None,None,"A,B",None,P00797,None,353-361
4RYC,None,None,"A,B",None,P00797,None,353-361
4RYG,None,None,"A,B",None,P00797,None,353-361
4RZ1,None,None,"A,B",None,P00797,None,353-361
4S1G,None,None,"A,B",None,P00797,None,353-361
4XX3,None,None,"A,B",None,P00797,None,353-361
4XX4,None,None,"A,B",None,P00797,None,353-361
5SY2,None,None,"A,B",None,P00797,None,353-361
5SXN,None,None,"A,B",None,P00797,None,353-361
5SY3,None,None,"A,B",None,P00797,None,353-361
5SZ9,None,None,"A,B",None,P00797,None,353-361
5T4S,None,None,"A,B",None,P00797,None,353-361
1BIL,None,None,"A,B",None,P00797,None,353-361
1BIM,None,None,"A,B",None,P00797,None,353-361
1HRN,None,None,"A,B",None,P00797,None,353-361
3GW5,None,None,"A,B",None,P00797,None,353-361
3KM4,None,None,"A,B",None,P00797,None,353-361
5KOQ,None,None,"A,B",None,P00797,None,353-361
5KOS,None,None,"A,B",None,P00797,None,353-361
5KOT,None,None,"A,B",None,P00797,None,353-361
5TMG,None,None,"A,B",None,P00797,None,353-361
5TMK,None,None,"A,B",None,P00797,None,353-361
5V8V,None,None,"A,B",None,P00797,None,353-361
5VPM,None,None,"A,B",None,P00797,None,353-361
2FS4,None,None,"A,B",None,P00797,None,353-361
2G1N,None,None,"A,B",None,P00797,None,353-361
2G1O,None,None,"A,B",None,P00797,None,353-361
2G1R,None,None,"A,B",None,P00797,None,353-361
2G1S,None,None,"A,B",None,P00797,None,353-361
2G1Y,None,None,"A,B",None,P00797,None,353-361
2G20,None,None,"A,B",None,P00797,None,353-361
2G21,None,None,"A,B",None,P00797,None,353-361
2G22,None,None,"A,B",None,P00797,None,353-361
2G24,None,None,"A,B",None,P00797,None,353-361
2G26,None,None,"A,B",None,P00797,None,353-361
2G27,None,None,"A,B",None,P00797,None,353-361
4JYZ,None,None,A,None,P00962,None,444-454
6Q21,None,None,"A,B,C,D",None,P01112,None,66-71
1BKD,None,None,R,None,P01112,None,66-71
1K8R,None,None,A,None,P01112,None,66-71
1NVV,None,None,R,None,P01112,None,66-71
1NVW,None,None,"Q,R",None,P01112,None,66-71
1WQ1,None,None,R,None,P01112,None,66-71
1XD2,None,None,B,None,P01112,None,66-71
3KUD,None,None,A,None,P01112,None,66-71
4G0N,None,None,A,None,P01112,None,66-71
4NYJ,None,None,R,None,P01112,None,66-71
2R56,None,None,"A,B",None,P02754,None,126-131
3PH5,None,None,"A,B",None,P02754,None,126-131
3PH6,None,None,"A,B",None,P02754,None,126-131
2R56,None,None,"A,B",None,P02754,None,169-178
3PH5,None,None,"A,B",None,P02754,None,169-178
3PH6,None,None,"A,B",None,P02754,None,169-178
4HWL,None,None,"A,B",None,P02945,None,166-179
4HYX,None,None,"A,B",None,P02945,None,166-179
5VN7,None,None,"A,B",None,P02945,None,166-179
5VN9,None,None,"A,B",None,P02945,None,166-179
1PY6,None,None,"A,B",None,P02945,None,166-179
1KME,None,None,"A,B",None,P02945,None,166-179
1CWQ,None,None,"A,B",None,P02945,None,244-252
1AVP,None,None,A,None,P03252,None,97-104
1NLN,None,None,A,None,P03252,None,97-104
4PID,None,None,A,None,P03252,None,97-104
4PIE,None,None,A,None,P03252,None,97-104
5FGY,None,None,A,None,P03252,None,97-104
1IXY,None,None,"A,B",None,P04547,None,68-76
1M5R,None,None,"A,B",None,P04547,None,68-76
1SXP,None,None,"A,B",None,P04547,None,68-76
1SXQ,None,None,"A,B",None,P04547,None,68-76
1IXY,None,None,"A,B",None,P04547,None,108-122
1M5R,None,None,"A,B",None,P04547,None,108-122
1SXP,None,None,"A,B",None,P04547,None,108-122
1SXQ,None,None,"A,B",None,P04547,None,108-122
1HZW,None,None,"A,B",None,P04818,None,107-117
1I00,None,None,"A,B",None,P04818,None,107-117
1IPS,None,None,"A,B",None,P05326,None,324-331
1UJW,None,None,A,None,P06129,None,77-82
2GSK,None,None,A,None,P06129,None,77-82
1UJW,None,None,A,None,P06129,None,249-260
2GSK,None,None,A,None,P06129,None,249-260
1UJW,None,None,A,None,P06129,None,298-307
2GSK,None,None,A,None,P06129,None,298-307
1UJW,None,None,A,None,P06129,None,594-601
2GSK,None,None,A,None,P06129,None,594-601
1HXD,None,None,"A,B",None,P06709,None,116-124
2EWN,None,None,"A,B",None,P06709,None,116-124
1BCM,None,None,"A,B",None,P07636,None,418-425
1CJF,None,None,"A,B",None,P07737,None,57-62
2PAV,None,None,P,None,P07737,None,57-62
2PBD,None,None,P,None,P07737,None,57-62
3CHW,None,None,P,None,P07737,None,57-62
1AWI,None,None,"A,B",None,P07737,None,57-62
1CF0,None,None,"A,B",None,P07737,None,57-62
1CJF,None,None,"A,B",None,P07737,None,92-96
2PAV,None,None,P,None,P07737,None,92-96
2PBD,None,None,P,None,P07737,None,92-96
3CHW,None,None,P,None,P07737,None,92-96
1AWI,None,None,"A,B",None,P07737,None,92-96
1CF0,None,None,"A,B",None,P07737,None,92-96
1H03,None,None,"P,Q",None,P08174,None,206-211
1VG9,None,None,"B,D,F,H",None,P09527,None,65-71
1U1K,None,None,A,None,P09651,None,94-99
1U1L,None,None,A,None,P09651,None,94-99
1U1M,None,None,A,None,P09651,None,94-99
1U1N,None,None,A,None,P09651,None,94-99
1U1O,None,None,A,None,P09651,None,94-99
1U1P,None,None,A,None,P09651,None,94-99
1U1Q,None,None,A,None,P09651,None,94-99
1U1R,None,None,A,None,P09651,None,94-99
1PGZ,None,None,A,None,P09651,None,94-99
1PO6,None,None,A,None,P09651,None,94-99
2UP1,None,None,A,None,P09651,None,94-99
2AXT,None,None,"V,v",None,P0A386,None,158-163
5H2F,None,None,"V,v",None,P0A386,None,158-163
1PSC,None,None,"A,B",None,P0A434,None,261-269
1HZY,None,None,"A,B",None,P0A434,None,261-269
1I0B,None,None,"A,B",None,P0A434,None,261-269
1I0D,None,None,"A,B",None,P0A434,None,261-269
3CAK,None,None,"A,B",None,P0A434,None,261-269
1DPM,None,None,"A,B",None,P0A434,None,261-269
1HN9,None,None,"A,B",None,P0A6R0,None,146-152
2EFT,None,None,"A,B",None,P0A6R0,None,146-152
2GYO,None,None,"A,B",None,P0A6R0,None,146-152
5BNM,None,None,"A,B",None,P0A6R0,None,146-152
5BNS,None,None,"A,B",None,P0A6R0,None,146-152
1U98,None,None,A,None,P0A7G6,None,158-165
3CMV,None,None,"A,B,C,D,E,F",None,P0A7G6,None,158-165
